url,title,abstract,pdf,clean_text
https://join.if.uinsgd.ac.id/index.php/join/article/view/1632,a trust based reputation system for security in the internet of vehicles iov,"the internet of vehicles iov integrates with different nodes, like for example connected vehicles, roadside units, etc. due to communication exchange, they are exposed to various attacks on the network, which poses a security risk. nevertheless, security is a major concern in iov networks, especially during data transmission. to address this issue, our team suggest an innovative approach. reputation management schema in an iov environment to detect attacks at an early stage based on vehicle and driver behavior along with network state. our algorithm combines direct and indirect trust with various metrics like packet lost rate plr , vehicle speed distance between neighbors, alert content, and link quality. these metrics are used to compute a reputation score to identify malicious nodes. based on its reputation, vehicles communicate with only trusted nodes. after assessment, we see that our solution surpassed the others solution and has demonstrated superior effectiveness in detecting abnormal vehicles. furthermore, the computed delay, equal to . ms, does not affect the network communications, which is interesting for the introduced safety features.",,"a trust based reputation system for security in the internet of vehicles iov. the internet of vehicles iov integrates with different nodes, like for example connected vehicles, roadside units, etc. due to communication exchange, they are exposed to various attacks on the network, which poses a security risk. nevertheless, security is a major concern in iov networks, especially during data transmission. to address this issue, our team suggest an innovative approach. reputation management schema in an iov environment to detect attacks at an early stage based on vehicle and driver behavior along with network state. our algorithm combines direct and indirect trust with various metrics like packet lost rate plr , vehicle speed distance between neighbors, alert content, and link quality. these metrics are used to compute a reputation score to identify malicious nodes. based on its reputation, vehicles communicate with only trusted nodes. after assessment, we see that our solution surpassed the others solution and has demonstrated superior effectiveness in detecting abnormal vehicles. furthermore, the computed delay, equal to . ms, does not affect the network communications, which is interesting for the introduced safety features."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1633,a data science approach to exploring the relationship between tiktok engagement and revenue in malaysia a case study of the beauty and personal care sector,"tiktok has reshaped digital marketing in the beauty and personal care sector, yet the relationship between engagement metrics and revenue outcomes remains unclear. this study aims to examine how public engagement metrics likes, comments, shares, and live interactions relate to revenue performance among tiktok influencers. using the data science trajectories dst framework, data from malaysian influencers across celebrity, macro, meso, and micro categories were analyzed through descriptive statistics and machine learning models implemented in python. the findings reveal that high engagement does not consistently lead to higher revenue. live sessions were more effective than standard videos in driving sales due to real time interaction. while celebrity influencers led in revenue, meso influencers recorded the highest engagement rates. a random forest regression model showed strong predictive power r . , demonstrating that public facing metrics can be used to estimate revenue. the study also introduces category based engagement rate benchmarks and highlights the unique value of live content in converting engagement into sales. this research contributes to the growing body of work on tiktok marketing by combining statistical and predictive techniques to link engagement behavior with commercial outcomes, offering actionable insights for both practitioners and scholars.",,"a data science approach to exploring the relationship between tiktok engagement and revenue in malaysia a case study of the beauty and personal care sector. tiktok has reshaped digital marketing in the beauty and personal care sector, yet the relationship between engagement metrics and revenue outcomes remains unclear. this study aims to examine how public engagement metrics likes, comments, shares, and live interactions relate to revenue performance among tiktok influencers. using the data science trajectories dst framework, data from malaysian influencers across celebrity, macro, meso, and micro categories were analyzed through descriptive statistics and machine learning models implemented in python. the findings reveal that high engagement does not consistently lead to higher revenue. live sessions were more effective than standard videos in driving sales due to real time interaction. while celebrity influencers led in revenue, meso influencers recorded the highest engagement rates. a random forest regression model showed strong predictive power r . , demonstrating that public facing metrics can be used to estimate revenue. the study also introduces category based engagement rate benchmarks and highlights the unique value of live content in converting engagement into sales. this research contributes to the growing body of work on tiktok marketing by combining statistical and predictive techniques to link engagement behavior with commercial outcomes, offering actionable insights for both practitioners and scholars."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1471,modified hash to obtain random subset tree mhorst using merkle tree and mersenne twister,"the development of quantum computing triggers new challenges in data security, particularly in addressing attacks that can solve complex mathematical problems on the fly. several hash based data security methods have been proposed to deal with this threat, one of them being hash to obtain random subset tree horst . however, horst has drawbacks, such as low security, because it only uses one hash round. the security of horst is already improved by hash to obtain random subset and integer composition horsic . however, horsics execution time is significantly increased. the problem of this research is the low security horst and the high execution time of horsic. this research proposes a new method, modified hash to obtain random subset tree mhorst , which aims to improve the security of horst and reduce the execution time to less than horsis. mhorst uses merkle tree, sha hashes, and mersenne twister to build public keys and digital signatures. based on the experiment results, mhorst reduces the signing time by more than . times compared to horst. mhorst reduces the verification time by more than . times horst and times horsic. although the security level of mhorst decreases slightly compared to horsic, this method is still more secure than horst against signature forgery.",,"modified hash to obtain random subset tree mhorst using merkle tree and mersenne twister. the development of quantum computing triggers new challenges in data security, particularly in addressing attacks that can solve complex mathematical problems on the fly. several hash based data security methods have been proposed to deal with this threat, one of them being hash to obtain random subset tree horst . however, horst has drawbacks, such as low security, because it only uses one hash round. the security of horst is already improved by hash to obtain random subset and integer composition horsic . however, horsics execution time is significantly increased. the problem of this research is the low security horst and the high execution time of horsic. this research proposes a new method, modified hash to obtain random subset tree mhorst , which aims to improve the security of horst and reduce the execution time to less than horsis. mhorst uses merkle tree, sha hashes, and mersenne twister to build public keys and digital signatures. based on the experiment results, mhorst reduces the signing time by more than . times compared to horst. mhorst reduces the verification time by more than . times horst and times horsic. although the security level of mhorst decreases slightly compared to horsic, this method is still more secure than horst against signature forgery."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1628,hybrid squeeze and excitation convolutional neural network with elastic weight consolidation for longitudinal learning in high accuracy waste classification,"waste management has become a global issue. increased urbanization and per capita consumption have caused unprecedented garbage growth. sustainability has always been about proper waste management within the ecological framework. recently, numerous studies have been conducted on automating the identification of waste items. in this study, a convolutional neural network cnn model equipped with squeeze and excitation se module is proposed based on hybrid squeezing methods for waste item classification. the core aim of this research is to improve the accuracy of classification by highlighting intricate relations between various features encoded within the dataset. based on extensive tests on a waste dataset, the cnn model with the se module using hybrid squeezing outperforms all other models. the suggested method s . accuracy proves its efficacy and robustness. furthermore, we incorporate elastic weight consolidation ewc to enable longitudinal learning, allowing the model to adapt to emerging waste types e.g., e waste, biodegradable materials while retaining prior knowledge with minimal forgetting . ablation studies validate the critical role of hybrid squeezing, showing a . accuracy drop when spatial wise components are omitted. this revelation affects automated recycling, waste sorting, and intelligent waste management. the proposed technology s accuracy shows its applicability and dependability, advancing sustainable waste management. by automating waste classification with unprecedented precision, the proposed framework can reduce landfill reliance, enhance recycling rates, and inform policy decisions for sustainable urban planning.",,"hybrid squeeze and excitation convolutional neural network with elastic weight consolidation for longitudinal learning in high accuracy waste classification. waste management has become a global issue. increased urbanization and per capita consumption have caused unprecedented garbage growth. sustainability has always been about proper waste management within the ecological framework. recently, numerous studies have been conducted on automating the identification of waste items. in this study, a convolutional neural network cnn model equipped with squeeze and excitation se module is proposed based on hybrid squeezing methods for waste item classification. the core aim of this research is to improve the accuracy of classification by highlighting intricate relations between various features encoded within the dataset. based on extensive tests on a waste dataset, the cnn model with the se module using hybrid squeezing outperforms all other models. the suggested method s . accuracy proves its efficacy and robustness. furthermore, we incorporate elastic weight consolidation ewc to enable longitudinal learning, allowing the model to adapt to emerging waste types e.g., e waste, biodegradable materials while retaining prior knowledge with minimal forgetting . ablation studies validate the critical role of hybrid squeezing, showing a . accuracy drop when spatial wise components are omitted. this revelation affects automated recycling, waste sorting, and intelligent waste management. the proposed technology s accuracy shows its applicability and dependability, advancing sustainable waste management. by automating waste classification with unprecedented precision, the proposed framework can reduce landfill reliance, enhance recycling rates, and inform policy decisions for sustainable urban planning."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1610,enhanced agricultural decision making machine learning approaches for crop prediction and analysis in india,"this paper addresses the critical aspects of agriculture in the indian economy and the challenges faced by this sector, including soil quality decline, unpredictable weather, and the need for efficient decision making. it presents machine learning as a transformative approach for improved agricultural decision making, enabling enhanced crop prediction and productivity. machine learning ml algorithms are shown to effectively analyze vast datasets to generate predictive models that aid in crop selection optimization, disease outbreak prediction, and market fluctuation anticipation, thus leading to increased yields and profitability. focusing on crop prediction, the paper discusses models leveraging historical data and advanced algorithms to forecast crop yields. additionally, the application of machine learning in precision farming, such as optimizing fertilizer application, is explored. the paper uses a mixed method approach on a dataset encompassing various crops and environmental parameters. in this paper the various techniques such as k nearest neighbor knn , support vector machines svm , decision tree dt and random forest rf algorithms have been employed to demonstrate the utility of ml in the agricultural fields. the knn at the value of k and svm with polynomial kernel resulted the accuracy of . and . respectively. whereas dt and rt gave the results in terms of accuracy of . and . respectively. overall, it can be said that all these techniques used in the present work showed the better accuracy for agricultural sustainability.",,"enhanced agricultural decision making machine learning approaches for crop prediction and analysis in india. this paper addresses the critical aspects of agriculture in the indian economy and the challenges faced by this sector, including soil quality decline, unpredictable weather, and the need for efficient decision making. it presents machine learning as a transformative approach for improved agricultural decision making, enabling enhanced crop prediction and productivity. machine learning ml algorithms are shown to effectively analyze vast datasets to generate predictive models that aid in crop selection optimization, disease outbreak prediction, and market fluctuation anticipation, thus leading to increased yields and profitability. focusing on crop prediction, the paper discusses models leveraging historical data and advanced algorithms to forecast crop yields. additionally, the application of machine learning in precision farming, such as optimizing fertilizer application, is explored. the paper uses a mixed method approach on a dataset encompassing various crops and environmental parameters. in this paper the various techniques such as k nearest neighbor knn , support vector machines svm , decision tree dt and random forest rf algorithms have been employed to demonstrate the utility of ml in the agricultural fields. the knn at the value of k and svm with polynomial kernel resulted the accuracy of . and . respectively. whereas dt and rt gave the results in terms of accuracy of . and . respectively. overall, it can be said that all these techniques used in the present work showed the better accuracy for agricultural sustainability."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1638,blockchain enabled secure healthcare data management with modified gazelle optimization and dlt trained rnn bilstm approach,"the growth of the healthcare system has posed challenges in safeguarding patient privacy amidst the storage, distribution and management of medical data. blockchain bc offers a promising result by securely enabling the exchange of medical information. utilizing block chain technology ensures the security of individuals confidential health information. the use of a decentralized, immutable ledger using blockchain technology provides a secure, impenetrable platform for storing and retrieving private medical information, protecting patient privacy. the application of modified gazelle optimization enables the determination of the shortest path for efficient data transfers within the block chain network. by adopting a specialized routing protocol called modified gazelle optimized routing, this approach minimizes latency and maximizes throughput, facilitating continuous and expedited transfer of health data across the network. to assure the data confidentiality and integrity of network nodes, a distributed ledger technology dlt trained recurrent neural network with bidirectional long short term memory rnn bilstm approach is implemented. this advanced deep learning dl technique enhances the security and reliability of the network by detecting and preventing unauthorized access and tampering attempts. the proposed rnn bilstm based intrusion detection system ids efficiently detects different types of attacks with high accuracy. by analyzing network traffic and patterns in real time, the ids have the ability to identify and mitigate harmful internet of things iot requests and various stealthy attack types, including previously unknown threats. the outcomes of this research prove an efficacy and consistency of the proposed strategy in enhancing the security, efficiency and performance matrix with an accuracy of and comparative analysis is done with traditional methods, thereby ensuring an availability and integrity of healthcare data.",,"blockchain enabled secure healthcare data management with modified gazelle optimization and dlt trained rnn bilstm approach. the growth of the healthcare system has posed challenges in safeguarding patient privacy amidst the storage, distribution and management of medical data. blockchain bc offers a promising result by securely enabling the exchange of medical information. utilizing block chain technology ensures the security of individuals confidential health information. the use of a decentralized, immutable ledger using blockchain technology provides a secure, impenetrable platform for storing and retrieving private medical information, protecting patient privacy. the application of modified gazelle optimization enables the determination of the shortest path for efficient data transfers within the block chain network. by adopting a specialized routing protocol called modified gazelle optimized routing, this approach minimizes latency and maximizes throughput, facilitating continuous and expedited transfer of health data across the network. to assure the data confidentiality and integrity of network nodes, a distributed ledger technology dlt trained recurrent neural network with bidirectional long short term memory rnn bilstm approach is implemented. this advanced deep learning dl technique enhances the security and reliability of the network by detecting and preventing unauthorized access and tampering attempts. the proposed rnn bilstm based intrusion detection system ids efficiently detects different types of attacks with high accuracy. by analyzing network traffic and patterns in real time, the ids have the ability to identify and mitigate harmful internet of things iot requests and various stealthy attack types, including previously unknown threats. the outcomes of this research prove an efficacy and consistency of the proposed strategy in enhancing the security, efficiency and performance matrix with an accuracy of and comparative analysis is done with traditional methods, thereby ensuring an availability and integrity of healthcare data."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1330,plant disease detection using digital image processing opportunities and challenges,"diseases in plants affect the yield of the plant itself. agriculture is essential in human life, and if plant conditions are left unchecked, it will result in crop failure, which can affect the economy. many researchers have developed methods to detect plant diseases, ranging from expert systems to deep learning algorithms. machine learning is particularly effective for this task as it relies on datasets composed of plant images, making image processing crucial for the identification process. this article reviews the current literature and identifies several research gaps, opportunities, and challenges that must be addressed. specifically, the article outlines potential avenues for future research in detecting plant diseases using image processing techniques. a significant opportunity exists to develop more effective algorithmic models for detecting plant diseases.",,"plant disease detection using digital image processing opportunities and challenges. diseases in plants affect the yield of the plant itself. agriculture is essential in human life, and if plant conditions are left unchecked, it will result in crop failure, which can affect the economy. many researchers have developed methods to detect plant diseases, ranging from expert systems to deep learning algorithms. machine learning is particularly effective for this task as it relies on datasets composed of plant images, making image processing crucial for the identification process. this article reviews the current literature and identifies several research gaps, opportunities, and challenges that must be addressed. specifically, the article outlines potential avenues for future research in detecting plant diseases using image processing techniques. a significant opportunity exists to develop more effective algorithmic models for detecting plant diseases."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1623,random forest based classification of greywater filtration media for intelligent biofiltration systems,"the increasing volume of domestic wastewater, particularly greywater, has raised the demand for intelligent and adaptive treatment systems to support efficient water reuse. this study aims to develop a classification model for filtration media types physical, chemical, and biological based on water quality data using the random forest algorithm. initial labeling was conducted using the k means clustering method on a publicly available dataset simulated as greywater, based on ten key water quality parameters relevant to irrigation and environmental standards. model evaluation demonstrated excellent classification performance, with a macro f1 score reaching . and consistent results in both fold and fold cross validation. these findings indicate that the proposed model can be integrated into an iot based biofiltration system as an automated classification logic to support adaptive, efficient, and reusable household wastewater treatment in the context of irrigation.",,"random forest based classification of greywater filtration media for intelligent biofiltration systems. the increasing volume of domestic wastewater, particularly greywater, has raised the demand for intelligent and adaptive treatment systems to support efficient water reuse. this study aims to develop a classification model for filtration media types physical, chemical, and biological based on water quality data using the random forest algorithm. initial labeling was conducted using the k means clustering method on a publicly available dataset simulated as greywater, based on ten key water quality parameters relevant to irrigation and environmental standards. model evaluation demonstrated excellent classification performance, with a macro f1 score reaching . and consistent results in both fold and fold cross validation. these findings indicate that the proposed model can be integrated into an iot based biofiltration system as an automated classification logic to support adaptive, efficient, and reusable household wastewater treatment in the context of irrigation."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1516,the application of ai technology in vocational high school curriculum design based on individual student skills in facing the challenges of the 21st century industry,"vocational high schools smk are confronted with the challenge of adapting their curricula to align with the demands of industrial development in the 21st century. an inappropriate curriculum may result in students being inadequately prepared to navigate the demands of the professional world. consequently, the objective of this research is to optimize the smk curriculum through the utilization of an ai based system, thereby enabling students the curriculum to be tailored to the specific skill requirements of individual. the methodology employed is design based research dbr , which entails the analysis of student skill data, the design of an adaptive curriculum, and the evaluation of said curriculum through trials. the research comprised several phases, beginning with data collection and student skills analysis and concluding with an evaluation of student satisfaction with the implemented curriculum. the findings indicated that the introduction of an ai assisted personalized curriculum resulted in an average improvement of in students practical skills over a six month period. furthermore, student satisfaction with the implemented curriculum increased by , from at the outset of implementation to following the introduction of the ai based system. this research can serve as a reference point for the development of more adaptive and responsive smk curricula.",,"the application of ai technology in vocational high school curriculum design based on individual student skills in facing the challenges of the 21st century industry. vocational high schools smk are confronted with the challenge of adapting their curricula to align with the demands of industrial development in the 21st century. an inappropriate curriculum may result in students being inadequately prepared to navigate the demands of the professional world. consequently, the objective of this research is to optimize the smk curriculum through the utilization of an ai based system, thereby enabling students the curriculum to be tailored to the specific skill requirements of individual. the methodology employed is design based research dbr , which entails the analysis of student skill data, the design of an adaptive curriculum, and the evaluation of said curriculum through trials. the research comprised several phases, beginning with data collection and student skills analysis and concluding with an evaluation of student satisfaction with the implemented curriculum. the findings indicated that the introduction of an ai assisted personalized curriculum resulted in an average improvement of in students practical skills over a six month period. furthermore, student satisfaction with the implemented curriculum increased by , from at the outset of implementation to following the introduction of the ai based system. this research can serve as a reference point for the development of more adaptive and responsive smk curricula."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1609,k means based pseudo labeling technique in supervised learning models for regional classification based on types of non communicable diseases,"non communicable diseases ncds pose a critical threat to global public health, with indonesia experiencing significant challenges due to high mortality rates and uneven regional distribution. in banten province, limited access to labeled health data hampers effective, data driven intervention strategies. this study proposes a semi supervised learning approach to develop a regional classification model for ncds. the methodology begins with k means clustering applied to data from community health centers puskesmas to generate pseudo labels. various cluster configurations k to were evaluated, with the optimal result being two clusters based on a silhouette score of . . these clusters were then used to create a semi labeled dataset for supervised learning. eight classification algorithmscn2 rule inducer, k nearest neighbor knn , logistic regression, nave bayes, neural network, random forest, support vector machine svm , and decision treewere trained and compared. among them, the neural network model achieved the highest performance, with an auc of . and an mcc of . , indicating excellent stability and predictive accuracy. the findings validate the effectiveness of semi supervised learning for health classification tasks when labeled data is scarce. this approach can serve as a valuable decision support tool for regional health planning and targeted interventions, enhancing the precision and efficiency of public health responses.",,"k means based pseudo labeling technique in supervised learning models for regional classification based on types of non communicable diseases. non communicable diseases ncds pose a critical threat to global public health, with indonesia experiencing significant challenges due to high mortality rates and uneven regional distribution. in banten province, limited access to labeled health data hampers effective, data driven intervention strategies. this study proposes a semi supervised learning approach to develop a regional classification model for ncds. the methodology begins with k means clustering applied to data from community health centers puskesmas to generate pseudo labels. various cluster configurations k to were evaluated, with the optimal result being two clusters based on a silhouette score of . . these clusters were then used to create a semi labeled dataset for supervised learning. eight classification algorithmscn2 rule inducer, k nearest neighbor knn , logistic regression, nave bayes, neural network, random forest, support vector machine svm , and decision treewere trained and compared. among them, the neural network model achieved the highest performance, with an auc of . and an mcc of . , indicating excellent stability and predictive accuracy. the findings validate the effectiveness of semi supervised learning for health classification tasks when labeled data is scarce. this approach can serve as a valuable decision support tool for regional health planning and targeted interventions, enhancing the precision and efficiency of public health responses."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1333,variational quantum circuit based quantum machine learning approach for predicting corrosion inhibition efficiency of expired pharmaceuticals,"this study examines the potential of quantum machine learning qml to predict the corrosion inhibition capacity of expired pharmaceutical compounds. the investigation employs a qspr model, using features generated from density functional theory dft calculations as input. at the same time, corrosion inhibition efficiency cie values obtained from experimental data serve as the target output. the vqc model demonstrates varied performance across evaluation metrics, especially with encoding and ansatz design. the model achieves fine scores in evaluation metrics, with root mean square error rmse of . , mean absolute error mae of . , and mean absolute deviation mad of . . the research underscores the significance of larger datasets for enhancing predictive accuracy and points to qml s potential in exploring anti corrosion materials. although there are some limitations, this study provides a foundational framework for using qml to predict anti corrosive properties.",,"variational quantum circuit based quantum machine learning approach for predicting corrosion inhibition efficiency of expired pharmaceuticals. this study examines the potential of quantum machine learning qml to predict the corrosion inhibition capacity of expired pharmaceutical compounds. the investigation employs a qspr model, using features generated from density functional theory dft calculations as input. at the same time, corrosion inhibition efficiency cie values obtained from experimental data serve as the target output. the vqc model demonstrates varied performance across evaluation metrics, especially with encoding and ansatz design. the model achieves fine scores in evaluation metrics, with root mean square error rmse of . , mean absolute error mae of . , and mean absolute deviation mad of . . the research underscores the significance of larger datasets for enhancing predictive accuracy and points to qml s potential in exploring anti corrosion materials. although there are some limitations, this study provides a foundational framework for using qml to predict anti corrosive properties."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1362,comparison airport traffic prediction performance using bigru and cnn bigru models,"covid pandemic has significantly disrupted the aviation industry, highlighting the critical need for accurate airport traffic predictions. this study compares the performance of bigru and cnn bigru models to enhance airport traffic forecasting accuracy models from march to december . data preprocessing was performed using python s pandas library. this involved filtering, scaling using min max normalization, and splitting the data into training testing split using python s pandas library. various optimization techniquesrmsprop, adam, nadam, adamax, adamw, and lionwere applied, along with reducelronplateau, to optimize model performance. the models were evaluated using mean absolute percentage error mape , mean absolute error mae , and mean squared error mse . the best predictive performance was observed in the united states using the cnn bigru model with the adam optimizer, achieving the lowest mae of . , mse of . , and mape of . . the use of a balanced dataset, representing each airport s traffic as a percentage of a baseline period, significantly improved prediction accuracy. this research provides valuable insights for stakeholders seeking effective airport traffic prediction methods during unprecedented times.",,"comparison airport traffic prediction performance using bigru and cnn bigru models. covid pandemic has significantly disrupted the aviation industry, highlighting the critical need for accurate airport traffic predictions. this study compares the performance of bigru and cnn bigru models to enhance airport traffic forecasting accuracy models from march to december . data preprocessing was performed using python s pandas library. this involved filtering, scaling using min max normalization, and splitting the data into training testing split using python s pandas library. various optimization techniquesrmsprop, adam, nadam, adamax, adamw, and lionwere applied, along with reducelronplateau, to optimize model performance. the models were evaluated using mean absolute percentage error mape , mean absolute error mae , and mean squared error mse . the best predictive performance was observed in the united states using the cnn bigru model with the adam optimizer, achieving the lowest mae of . , mse of . , and mape of . . the use of a balanced dataset, representing each airport s traffic as a percentage of a baseline period, significantly improved prediction accuracy. this research provides valuable insights for stakeholders seeking effective airport traffic prediction methods during unprecedented times."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1392,synergistic disruption harnessing ai and blockchain for enhanced privacy and security in federated learning,"combining blockchain technology with artificial intelligence ai offers revolutionary possibilities for developing strong solutions that capitalize on each technology s own advantages. blockchain technology makes self executing agreements possible by enabling smart contracts, which reduce the need for middlemen and increase efficiency by precisely encoding contractual terms in code. by using ai oracles, these contracts can communicate with outside data sources and make well informed decisions based on actual occurrences. additionally, there is a lot of potential for improving machine learning and data interchange in terms of privacy, security, and transparency through the integration of blockchain with federated learning. in order to provide accountability and transparency, the blockchain s immutable ledger can painstakingly record every transaction that takes place during the federated learning process, from data submissions to model modifications and remuneration. participants in federated learning networks also develop trust because of blockchain s transparency and resistance to tampering. strong participant verification procedures are put in place to strengthen data integrity and model updates, which raises the system s overall reliability. in the end, this chapter examines novel research avenues for combining blockchain technology with federated learning, providing practical methods and strategies to improve transaction security and privacy and opening the door to a new era of reliable and effective machine learning applications.",,"synergistic disruption harnessing ai and blockchain for enhanced privacy and security in federated learning. combining blockchain technology with artificial intelligence ai offers revolutionary possibilities for developing strong solutions that capitalize on each technology s own advantages. blockchain technology makes self executing agreements possible by enabling smart contracts, which reduce the need for middlemen and increase efficiency by precisely encoding contractual terms in code. by using ai oracles, these contracts can communicate with outside data sources and make well informed decisions based on actual occurrences. additionally, there is a lot of potential for improving machine learning and data interchange in terms of privacy, security, and transparency through the integration of blockchain with federated learning. in order to provide accountability and transparency, the blockchain s immutable ledger can painstakingly record every transaction that takes place during the federated learning process, from data submissions to model modifications and remuneration. participants in federated learning networks also develop trust because of blockchain s transparency and resistance to tampering. strong participant verification procedures are put in place to strengthen data integrity and model updates, which raises the system s overall reliability. in the end, this chapter examines novel research avenues for combining blockchain technology with federated learning, providing practical methods and strategies to improve transaction security and privacy and opening the door to a new era of reliable and effective machine learning applications."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1486,llm based information retrieval for disease detection using semantic similarity,"information retrieval systems are vital for disease prediction, but traditional methods like tf idf struggle with word meanings and produce long, complex vectors. this research uses large language models llms and follows the crisp dm methodology to improve accuracy. using health forum discussions labeled with specific diseases, we split the data into queries and a corpus. semantic similarity is used to retrieve the most relevant text from the corpus. after preprocessing, we compare llms and tf idf, with llms achieving an accuracy of . top k , outperforming tf idf. llms excel by creating shorter, meaningful vectors that preserve context, enabling precise semantic matching. these results demonstrate llms potential to enhance healthcare information retrieval, offering more accurate and context aware solutions. this research highlights how advanced ai can overcome traditional methods limitations, opening new possibilities for medical informatics.",,"llm based information retrieval for disease detection using semantic similarity. information retrieval systems are vital for disease prediction, but traditional methods like tf idf struggle with word meanings and produce long, complex vectors. this research uses large language models llms and follows the crisp dm methodology to improve accuracy. using health forum discussions labeled with specific diseases, we split the data into queries and a corpus. semantic similarity is used to retrieve the most relevant text from the corpus. after preprocessing, we compare llms and tf idf, with llms achieving an accuracy of . top k , outperforming tf idf. llms excel by creating shorter, meaningful vectors that preserve context, enabling precise semantic matching. these results demonstrate llms potential to enhance healthcare information retrieval, offering more accurate and context aware solutions. this research highlights how advanced ai can overcome traditional methods limitations, opening new possibilities for medical informatics."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1549,adoption of artificial intelligence and digital resources among academicians of islamic higher education institutions in indonesia,"this study aimed to assess the readiness, attitudes, knowledge, and skills of lecturers in using artificial intelligence ai and electronic resources er to enhance academic capacity. understanding this adoption level is crucial for effectively integrating ai and er into educational practices. in addition, this study contributes both theoretically and practically to digital scholarship by enhancing digital adoption and competence in education. this mixed method study captured individual experiences and statistical trends related to digital scholarship in higher education. the qualitative method includes interviews, while the quantitative method involves survey questionnaires. the study focuses on lecturers from islamic higher education institutions iheis in indonesia. the results indicate that while lecturers rarely use ai and es, they recognize the potential of digital technology in academic tasks. despite limited exposure to ai and er, ihei lecturers in indonesia can define these technologies accurately. most lecturers actively update their knowledge and consider bias and ethical aspects in ai and es usage. regarding skills, over of respondents reported proficiency in using ai and es, suggesting a growing level of digital competence. these findings suggest that while many ihei lecturers in indonesia are prepared to adopt ai and er, further support may be needed to ensure widespread acceptance.",,"adoption of artificial intelligence and digital resources among academicians of islamic higher education institutions in indonesia. this study aimed to assess the readiness, attitudes, knowledge, and skills of lecturers in using artificial intelligence ai and electronic resources er to enhance academic capacity. understanding this adoption level is crucial for effectively integrating ai and er into educational practices. in addition, this study contributes both theoretically and practically to digital scholarship by enhancing digital adoption and competence in education. this mixed method study captured individual experiences and statistical trends related to digital scholarship in higher education. the qualitative method includes interviews, while the quantitative method involves survey questionnaires. the study focuses on lecturers from islamic higher education institutions iheis in indonesia. the results indicate that while lecturers rarely use ai and es, they recognize the potential of digital technology in academic tasks. despite limited exposure to ai and er, ihei lecturers in indonesia can define these technologies accurately. most lecturers actively update their knowledge and consider bias and ethical aspects in ai and es usage. regarding skills, over of respondents reported proficiency in using ai and es, suggesting a growing level of digital competence. these findings suggest that while many ihei lecturers in indonesia are prepared to adopt ai and er, further support may be needed to ensure widespread acceptance."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1495,modality based modeling with data balancing and dimensionality reduction for early stunting detection,"in indonesia, the stunting rate has reached , significantly higher than the world health organization s who standard of . this high prevalence underscores the urgent need for effective early detection methods. traditional data mining approaches for stunting detection have primarily focused on unimodal data, either tabular or image data alone, limiting the comprehensiveness and accuracy of the detection models. modality based modeling, which integrates image and tabular data, can provide a more holistic view and improve detection accuracy. this research aims to analyze modality based modeling for the early detection of stunting. two modalities, unimodal and multimodal, are used in this study. the main contributions of this research are the development of a comprehensive framework for modality based analysis, the application of advanced data preprocessing techniques, and the comparison of various machine learning algorithms to identify the best model for stunting detection. the dataset, comprising images and tabular data, is sourced from posyandu in sidoarjo, indonesia. image data undergoes preprocessing, including background segmentation and feature extraction using the gray level co occurrence matrix glcm , while tabular data is processed through categorical encoding. the synthetic minority oversampling technique smote addresses class imbalance, and principal component analysis pca is used for dimensionality reduction. unimodal modeling uses tabular or image data alone, while multimodal modeling combines both before classification. the study achieves the best f1 scores of . , . , and . for tabular only, image only, and image tabular modalities, respectively, demonstrating the effectiveness of data balancing and dimensionality reduction techniques.",,"modality based modeling with data balancing and dimensionality reduction for early stunting detection. in indonesia, the stunting rate has reached , significantly higher than the world health organization s who standard of . this high prevalence underscores the urgent need for effective early detection methods. traditional data mining approaches for stunting detection have primarily focused on unimodal data, either tabular or image data alone, limiting the comprehensiveness and accuracy of the detection models. modality based modeling, which integrates image and tabular data, can provide a more holistic view and improve detection accuracy. this research aims to analyze modality based modeling for the early detection of stunting. two modalities, unimodal and multimodal, are used in this study. the main contributions of this research are the development of a comprehensive framework for modality based analysis, the application of advanced data preprocessing techniques, and the comparison of various machine learning algorithms to identify the best model for stunting detection. the dataset, comprising images and tabular data, is sourced from posyandu in sidoarjo, indonesia. image data undergoes preprocessing, including background segmentation and feature extraction using the gray level co occurrence matrix glcm , while tabular data is processed through categorical encoding. the synthetic minority oversampling technique smote addresses class imbalance, and principal component analysis pca is used for dimensionality reduction. unimodal modeling uses tabular or image data alone, while multimodal modeling combines both before classification. the study achieves the best f1 scores of . , . , and . for tabular only, image only, and image tabular modalities, respectively, demonstrating the effectiveness of data balancing and dimensionality reduction techniques."
